origen,destino,salida_utc,llegada_utc,capacidad,asignado,residual
"EDDI","SVMI","2025-09-15T23:17:00Z","2025-09-16T11:49:00Z",340,0,340
"EKCH","OERK","2025-09-16T04:15:00Z","2025-09-16T11:49:00Z",300,0,300
"OERK","SCEL","2025-09-15T16:30:00Z","2025-09-16T11:49:00Z",320,0,320
"UMMS","SABE","2025-09-15T18:50:00Z","2025-09-16T11:49:00Z",300,0,300
"LATI","OMDB","2025-09-16T05:06:00Z","2025-09-16T11:50:00Z",300,0,300
"LBSF","SGAS","2025-09-15T20:55:00Z","2025-09-16T11:50:00Z",340,0,340
"SVMI","SCEL","2025-09-16T03:48:00Z","2025-09-16T11:50:00Z",360,0,360
"SUAA","OYSN","2025-09-15T19:58:00Z","2025-09-16T11:51:00Z",360,0,360
"EHAM","SGAS","2025-09-15T20:47:00Z","2025-09-16T11:52:00Z",300,0,300
"LOWW","EHAM","2025-09-16T08:40:00Z","2025-09-16T11:52:00Z",300,0,300
"OSDI","LKPR","2025-09-16T06:35:00Z","2025-09-16T11:52:00Z",340,0,340
"EHAM","LOWW","2025-09-16T08:41:00Z","2025-09-16T11:53:00Z",360,0,360
"EHAM","OERK","2025-09-16T04:58:00Z","2025-09-16T11:53:00Z",320,0,320
"OOMS","LATI","2025-09-16T04:41:00Z","2025-09-16T11:53:00Z",300,0,300
"SABE","LOWW","2025-09-15T19:10:00Z","2025-09-16T11:53:00Z",340,0,340
"SEQM","SUAA","2025-09-16T04:20:00Z","2025-09-16T11:53:00Z",320,0,320
"SPIM","SBBR","2025-09-16T05:48:00Z","2025-09-16T11:53:00Z",300,0,300
"UBBB","OAKB","2025-09-16T07:37:00Z","2025-09-16T11:53:00Z",300,0,300
"OOMS","SBBR","2025-09-15T18:37:00Z","2025-09-16T11:54:00Z",360,0,360
"SPIM","LDZA","2025-09-15T19:50:00Z","2025-09-16T11:54:00Z",320,0,320
"OAKB","EKCH","2025-09-16T03:45:00Z","2025-09-16T11:55:00Z",360,0,360
"OAKB","OOMS","2025-09-16T07:53:00Z","2025-09-16T11:55:00Z",300,0,300
"EBCI","OJAI","2025-09-16T05:45:00Z","2025-09-16T11:56:00Z",300,0,300
"EHAM","SEQM","2025-09-15T22:02:00Z","2025-09-16T11:56:00Z",320,0,320
"EKCH","UMMS","2025-09-16T08:36:00Z","2025-09-16T11:56:00Z",360,0,360
"SCEL","LOWW","2025-09-15T18:21:00Z","2025-09-16T11:56:00Z",320,0,320
"SUAA","OOMS","2025-09-15T16:53:00Z","2025-09-16T11:56:00Z",360,0,360
"EDDI","UMMS","2025-09-16T08:41:00Z","2025-09-16T11:57:00Z",340,0,340
"OOMS","SKBO","2025-09-15T16:22:00Z","2025-09-16T11:59:00Z",340,0,340
"EKCH","OJAI","2025-09-16T06:57:00Z","2025-09-16T12:00:00Z",320,0,320
"OPKC","EHAM","2025-09-16T03:20:00Z","2025-09-16T12:00:00Z",340,0,340
"SPIM","LBSF","2025-09-15T20:16:00Z","2025-09-16T12:00:00Z",340,0,340
"SLLP","SEQM","2025-09-16T08:24:00Z","2025-09-16T12:01:00Z",360,0,360
"OOMS","SUAA","2025-09-15T17:59:00Z","2025-09-16T12:02:00Z",360,0,360
"OOMS","OAKB","2025-09-16T08:01:00Z","2025-09-16T12:03:00Z",360,0,360
"UMMS","EHAM","2025-09-16T08:01:00Z","2025-09-16T12:03:00Z",360,0,360
"OERK","SBBR","2025-09-15T21:16:00Z","2025-09-16T12:04:00Z",360,0,360
"OPKC","LKPR","2025-09-16T04:19:00Z","2025-09-16T12:04:00Z",340,0,340
"SGAS","OSDI","2025-09-15T20:18:00Z","2025-09-16T12:04:00Z",320,0,320
"SLLP","OYSN","2025-09-15T18:01:00Z","2025-09-16T12:04:00Z",320,0,320
"LATI","EHAM","2025-09-16T08:59:00Z","2025-09-16T12:05:00Z",340,0,340
"OAKB","SKBO","2025-09-15T17:07:00Z","2025-09-16T12:05:00Z",340,0,340
"LOWW","OPKC","2025-09-16T04:36:00Z","2025-09-16T12:07:00Z",300,0,300
"OAKB","SABE","2025-09-15T15:01:00Z","2025-09-16T12:07:00Z",340,0,340
"VIDP","OJAI","2025-09-16T05:01:00Z","2025-09-16T12:07:00Z",300,0,300
"EDDI","SEQM","2025-09-15T22:28:00Z","2025-09-16T12:08:00Z",300,0,300
"SBBR","VIDP","2025-09-15T17:24:00Z","2025-09-16T12:08:00Z",360,0,360
"SKBO","OMDB","2025-09-15T17:59:00Z","2025-09-16T12:08:00Z",340,0,340
"SLLP","SGAS","2025-09-16T09:14:00Z","2025-09-16T12:08:00Z",360,0,360
"OERK","OYSN","2025-09-16T09:52:00Z","2025-09-16T12:09:00Z",340,0,340
"SCEL","SGAS","2025-09-16T09:14:00Z","2025-09-16T12:10:00Z",360,0,360
"UMMS","LATI","2025-09-16T09:18:00Z","2025-09-16T12:10:00Z",320,0,320
"EKCH","EBCI","2025-09-16T10:15:00Z","2025-09-16T12:13:00Z",360,0,360
"LATI","OSDI","2025-09-16T08:02:00Z","2025-09-16T12:13:00Z",360,0,360
"LBSF","LOWW","2025-09-16T09:08:00Z","2025-09-16T12:13:00Z",320,0,320
"LBSF","SABE","2025-09-15T20:24:00Z","2025-09-16T12:14:00Z",320,0,320
"LKPR","SLLP","2025-09-15T21:39:00Z","2025-09-16T12:14:00Z",300,0,300
"LOWW","EKCH","2025-09-16T09:12:00Z","2025-09-16T12:14:00Z",300,0,300
"OERK","SLLP","2025-09-15T18:44:00Z","2025-09-16T12:14:00Z",360,0,360
"OJAI","SBBR","2025-09-15T22:30:00Z","2025-09-16T12:14:00Z",300,0,300
"LBSF","SCEL","2025-09-15T19:24:00Z","2025-09-16T12:15:00Z",300,0,300
"SGAS","VIDP","2025-09-15T15:49:00Z","2025-09-16T12:15:00Z",360,0,360
"OYSN","EHAM","2025-09-16T04:27:00Z","2025-09-16T12:16:00Z",320,0,320
"OYSN","SUAA","2025-09-15T20:23:00Z","2025-09-16T12:16:00Z",340,0,340
"VIDP","SABE","2025-09-15T15:31:00Z","2025-09-16T12:16:00Z",320,0,320
"SLLP","OERK","2025-09-15T18:47:00Z","2025-09-16T12:17:00Z",320,0,320
"SVMI","SABE","2025-09-16T04:03:00Z","2025-09-16T12:17:00Z",300,0,300
"LATI","SUAA","2025-09-15T20:04:00Z","2025-09-16T12:18:00Z",320,0,320
"OJAI","EBCI","2025-09-16T06:07:00Z","2025-09-16T12:18:00Z",300,0,300
"SBBR","SUAA","2025-09-16T08:25:00Z","2025-09-16T12:18:00Z",360,0,360
"SLLP","LKPR","2025-09-15T21:44:00Z","2025-09-16T12:19:00Z",340,0,340
"SABE","LKPR","2025-09-15T20:37:00Z","2025-09-16T12:20:00Z",340,0,340
"SABE","OYSN","2025-09-15T19:13:00Z","2025-09-16T12:20:00Z",360,0,360
"OJAI","LDZA","2025-09-16T08:30:00Z","2025-09-16T12:21:00Z",300,0,300
"OOMS","SPIM","2025-09-15T15:21:00Z","2025-09-16T12:21:00Z",340,0,340
"SCEL","SLLP","2025-09-16T08:58:00Z","2025-09-16T12:21:00Z",340,0,340
"OSDI","EKCH","2025-09-16T07:30:00Z","2025-09-16T12:22:00Z",340,0,340
"SVMI","LATI","2025-09-15T23:13:00Z","2025-09-16T12:22:00Z",300,0,300
"LKPR","SPIM","2025-09-15T21:26:00Z","2025-09-16T12:23:00Z",360,0,360
"OJAI","LOWW","2025-09-16T07:16:00Z","2025-09-16T12:23:00Z",300,0,300
"OSDI","OYSN","2025-09-16T08:41:00Z","2025-09-16T12:23:00Z",320,0,320
"OSDI","SBBR","2025-09-15T22:28:00Z","2025-09-16T12:23:00Z",320,0,320
"OPKC","SVMI","2025-09-15T17:13:00Z","2025-09-16T12:24:00Z",320,0,320
"SKBO","SABE","2025-09-16T05:41:00Z","2025-09-16T12:24:00Z",300,0,300
"SVMI","LBSF","2025-09-15T23:51:00Z","2025-09-16T12:24:00Z",360,0,360
"EKCH","SKBO","2025-09-15T23:37:00Z","2025-09-16T12:25:00Z",320,0,320
"SKBO","UMMS","2025-09-15T21:17:00Z","2025-09-16T12:25:00Z",360,0,360
"UBBB","SLLP","2025-09-15T17:25:00Z","2025-09-16T12:25:00Z",320,0,320
"EHAM","OSDI","2025-09-16T06:16:00Z","2025-09-16T12:26:00Z",360,0,360
"EKCH","VIDP","2025-09-16T03:00:00Z","2025-09-16T12:26:00Z",320,0,320
"SEQM","UBBB","2025-09-15T18:55:00Z","2025-09-16T12:26:00Z",340,0,340
"SUAA","EBCI","2025-09-15T21:33:00Z","2025-09-16T12:26:00Z",360,0,360
"VIDP","LDZA","2025-09-16T03:22:00Z","2025-09-16T12:26:00Z",300,0,300
"EHAM","OMDB","2025-09-16T04:54:00Z","2025-09-16T12:27:00Z",340,0,340
"SBBR","SVMI","2025-09-16T06:05:00Z","2025-09-16T12:27:00Z",320,0,320
"UBBB","OPKC","2025-09-16T07:27:00Z","2025-09-16T12:27:00Z",320,0,320
"LDZA","EDDI","2025-09-16T09:27:00Z","2025-09-16T12:28:00Z",320,0,320
"LDZA","SPIM","2025-09-15T20:24:00Z","2025-09-16T12:28:00Z",300,0,300
"VIDP","UBBB","2025-09-16T07:57:00Z","2025-09-16T12:28:00Z",320,0,320
"SUAA","LATI","2025-09-15T20:15:00Z","2025-09-16T12:29:00Z",340,0,340
"LOWW","SPIM","2025-09-15T20:25:00Z","2025-09-16T12:31:00Z",300,0,300
"SBBR","OJAI","2025-09-15T22:47:00Z","2025-09-16T12:31:00Z",300,0,300
"SKBO","SCEL","2025-09-16T05:20:00Z","2025-09-16T12:32:00Z",360,0,360
"VIDP","SVMI","2025-09-15T17:40:00Z","2025-09-16T12:32:00Z",340,0,340
"OMDB","SCEL","2025-09-15T16:08:00Z","2025-09-16T12:34:00Z",320,0,320
"SUAA","OPKC","2025-09-15T16:25:00Z","2025-09-16T12:34:00Z",340,0,340
"SBBR","LATI","2025-09-15T23:01:00Z","2025-09-16T12:35:00Z",300,0,300
"VIDP","LATI","2025-09-16T04:47:00Z","2025-09-16T12:35:00Z",340,0,340
"LKPR","EBCI","2025-09-16T10:43:00Z","2025-09-16T12:36:00Z",340,0,340
"OOMS","VIDP","2025-09-16T08:07:00Z","2025-09-16T12:36:00Z",300,0,300
"SVMI","EKCH","2025-09-16T00:07:00Z","2025-09-16T12:36:00Z",360,0,360
"SBBR","SKBO","2025-09-16T06:02:00Z","2025-09-16T12:37:00Z",320,0,320
"OERK","VIDP","2025-09-16T07:43:00Z","2025-09-16T12:38:00Z",360,0,360
"OMDB","EKCH","2025-09-16T04:34:00Z","2025-09-16T12:38:00Z",300,0,300
"SVMI","OJAI","2025-09-15T21:28:00Z","2025-09-16T12:38:00Z",320,0,320
"OYSN","SCEL","2025-09-15T18:08:00Z","2025-09-16T12:39:00Z",300,0,300
"LKPR","OYSN","2025-09-16T05:44:00Z","2025-09-16T12:41:00Z",300,0,300
"OJAI","LBSF","2025-09-16T08:40:00Z","2025-09-16T12:42:00Z",320,0,320
"SUAA","LOWW","2025-09-15T20:08:00Z","2025-09-16T12:42:00Z",300,0,300
"SUAA","VIDP","2025-09-15T15:10:00Z","2025-09-16T12:42:00Z",340,0,340
"EDDI","LDZA","2025-09-16T09:42:00Z","2025-09-16T12:43:00Z",360,0,360
"UBBB","VIDP","2025-09-16T07:12:00Z","2025-09-16T12:43:00Z",320,0,320
"OOMS","OMDB","2025-09-16T10:16:00Z","2025-09-16T12:44:00Z",320,0,320
"SEQM","OERK","2025-09-15T18:51:00Z","2025-09-16T12:44:00Z",340,0,340
"SGAS","OAKB","2025-09-15T16:11:00Z","2025-09-16T12:44:00Z",360,0,360
"OERK","SEQM","2025-09-15T18:52:00Z","2025-09-16T12:45:00Z",340,0,340
"SKBO","OAKB","2025-09-15T17:47:00Z","2025-09-16T12:45:00Z",300,0,300
"UMMS","UBBB","2025-09-16T08:59:00Z","2025-09-16T12:45:00Z",320,0,320
"EHAM","OAKB","2025-09-16T04:55:00Z","2025-09-16T12:46:00Z",320,0,320
"EKCH","SPIM","2025-09-15T21:53:00Z","2025-09-16T12:46:00Z",360,0,360
"SCEL","EKCH","2025-09-15T19:04:00Z","2025-09-16T12:46:00Z",360,0,360
"SABE","UBBB","2025-09-15T17:29:00Z","2025-09-16T12:47:00Z",300,0,300
"SKBO","VIDP","2025-09-15T15:33:00Z","2025-09-16T12:47:00Z",300,0,300
"EBCI","SUAA","2025-09-15T21:55:00Z","2025-09-16T12:48:00Z",320,0,320
"LATI","UBBB","2025-09-16T07:31:00Z","2025-09-16T12:48:00Z",340,0,340
"LBSF","SBBR","2025-09-15T22:48:00Z","2025-09-16T12:48:00Z",360,0,360
"LDZA","OMDB","2025-09-16T05:36:00Z","2025-09-16T12:48:00Z",300,0,300
"LATI","SKBO","2025-09-15T22:17:00Z","2025-09-16T12:49:00Z",360,0,360
"OPKC","SUAA","2025-09-15T16:40:00Z","2025-09-16T12:49:00Z",360,0,360
"UBBB","OSDI","2025-09-16T09:58:00Z","2025-09-16T12:49:00Z",360,0,360
"SBBR","UBBB","2025-09-15T20:10:00Z","2025-09-16T12:50:00Z",360,0,360
"LATI","OOMS","2025-09-16T05:40:00Z","2025-09-16T12:52:00Z",320,0,320
"OMDB","SPIM","2025-09-15T16:17:00Z","2025-09-16T12:52:00Z",300,0,300
"OPKC","LDZA","2025-09-16T04:27:00Z","2025-09-16T12:53:00Z",320,0,320
"SLLP","SPIM","2025-09-16T09:33:00Z","2025-09-16T12:53:00Z",340,0,340
"EBCI","SCEL","2025-09-15T20:08:00Z","2025-09-16T12:54:00Z",300,0,300
"EBCI","SKBO","2025-09-15T23:49:00Z","2025-09-16T12:54:00Z",360,0,360
"UBBB","LOWW","2025-09-16T07:20:00Z","2025-09-16T12:54:00Z",320,0,320
"UMMS","LBSF","2025-09-16T09:19:00Z","2025-09-16T12:55:00Z",320,0,320
"EBCI","SGAS","2025-09-15T22:01:00Z","2025-09-16T12:56:00Z",340,0,340
"SVMI","OERK","2025-09-15T20:11:00Z","2025-09-16T12:56:00Z",340,0,340
"SGAS","SEQM","2025-09-16T06:27:00Z","2025-09-16T12:57:00Z",300,0,300
"EBCI","LDZA","2025-09-16T09:39:00Z","2025-09-16T12:58:00Z",300,0,300
"OPKC","OJAI","2025-09-16T06:54:00Z","2025-09-16T12:58:00Z",340,0,340
"SCEL","OSDI","2025-09-15T18:16:00Z","2025-09-16T12:58:00Z",340,0,340
"SEQM","SVMI","2025-09-16T08:48:00Z","2025-09-16T12:58:00Z",360,0,360
"UMMS","EBCI","2025-09-16T08:51:00Z","2025-09-16T12:58:00Z",300,0,300
"OPKC","VIDP","2025-09-16T09:37:00Z","2025-09-16T12:59:00Z",320,0,320
"SBBR","SEQM","2025-09-16T06:13:00Z","2025-09-16T12:59:00Z",320,0,320
"OERK","EDDI","2025-09-16T06:45:00Z","2025-09-16T13:00:00Z",320,0,320
"SABE","EHAM","2025-09-15T21:48:00Z","2025-09-16T13:00:00Z",300,0,300
"LKPR","EKCH","2025-09-16T11:19:00Z","2025-09-16T13:02:00Z",340,0,340
"OOMS","SABE","2025-09-15T18:45:00Z","2025-09-16T13:02:00Z",320,0,320
"SCEL","SPIM","2025-09-16T08:58:00Z","2025-09-16T13:02:00Z",360,0,360
"EDDI","LBSF","2025-09-16T10:22:00Z","2025-09-16T13:03:00Z",300,0,300
"EKCH","LBSF","2025-09-16T09:59:00Z","2025-09-16T13:03:00Z",360,0,360
"OJAI","OAKB","2025-09-16T07:03:00Z","2025-09-16T13:03:00Z",320,0,320
"LKPR","OOMS","2025-09-16T05:59:00Z","2025-09-16T13:04:00Z",340,0,340
"LBSF","OPKC","2025-09-16T06:26:00Z","2025-09-16T13:05:00Z",360,0,360
"LKPR","SLLP","2025-09-15T22:30:00Z","2025-09-16T13:05:00Z",300,0,300
"OSDI","SCEL","2025-09-15T19:23:00Z","2025-09-16T13:05:00Z",320,0,320
"SGAS","OMDB","2025-09-15T19:27:00Z","2025-09-16T13:06:00Z",300,0,300
"SLLP","LOWW","2025-09-15T22:26:00Z","2025-09-16T13:07:00Z",340,0,340
"OMDB","UBBB","2025-09-16T09:58:00Z","2025-09-16T13:08:00Z",340,0,340
"OAKB","SVMI","2025-09-15T19:33:00Z","2025-09-16T13:09:00Z",340,0,340
"EDDI","OMDB","2025-09-16T06:21:00Z","2025-09-16T13:10:00Z",320,0,320
"OAKB","SBBR","2025-09-15T19:26:00Z","2025-09-16T13:11:00Z",320,0,320
"OMDB","VIDP","2025-09-16T09:26:00Z","2025-09-16T13:12:00Z",320,0,320
"SVMI","OOMS","2025-09-15T19:58:00Z","2025-09-16T13:12:00Z",300,0,300
"UBBB","SCEL","2025-09-15T17:43:00Z","2025-09-16T13:12:00Z",320,0,320
"LATI","EKCH","2025-09-16T09:10:00Z","2025-09-16T13:13:00Z",360,0,360
"UBBB","SEQM","2025-09-15T19:42:00Z","2025-09-16T13:13:00Z",300,0,300
"LBSF","OAKB","2025-09-16T06:07:00Z","2025-09-16T13:14:00Z",300,0,300
"OERK","SABE","2025-09-15T20:16:00Z","2025-09-16T13:15:00Z",300,0,300
"OSDI","SABE","2025-09-15T20:46:00Z","2025-09-16T13:15:00Z",300,0,300
"SPIM","SCEL","2025-09-16T08:11:00Z","2025-09-16T13:15:00Z",340,0,340
"EHAM","SBBR","2025-09-16T00:03:00Z","2025-09-16T13:16:00Z",320,0,320
"EHAM","LATI","2025-09-16T09:11:00Z","2025-09-16T13:17:00Z",320,0,320
"LOWW","OERK","2025-09-16T07:34:00Z","2025-09-16T13:17:00Z",340,0,340
"SLLP","OOMS","2025-09-15T17:16:00Z","2025-09-16T13:17:00Z",300,0,300
"EDDI","SCEL","2025-09-15T20:43:00Z","2025-09-16T13:18:00Z",360,0,360
"SBBR","UBBB","2025-09-15T21:38:00Z","2025-09-16T13:18:00Z",360,0,360
"SGAS","SVMI","2025-09-16T06:16:00Z","2025-09-16T13:18:00Z",360,0,360
"UBBB","SBBR","2025-09-15T21:38:00Z","2025-09-16T13:18:00Z",300,0,300
"EBCI","LKPR","2025-09-16T11:26:00Z","2025-09-16T13:19:00Z",300,0,300
"EHAM","SLLP","2025-09-15T23:27:00Z","2025-09-16T13:19:00Z",320,0,320
"SCEL","LBSF","2025-09-15T20:28:00Z","2025-09-16T13:19:00Z",300,0,300
"OOMS","OJAI","2025-09-16T08:16:00Z","2025-09-16T13:20:00Z",360,0,360
"SLLP","SUAA","2025-09-16T09:25:00Z","2025-09-16T13:21:00Z",300,0,300
"UBBB","EDDI","2025-09-16T08:28:00Z","2025-09-16T13:22:00Z",340,0,340
"EBCI","LATI","2025-09-16T10:28:00Z","2025-09-16T13:23:00Z",320,0,320
"OERK","LDZA","2025-09-16T07:54:00Z","2025-09-16T13:23:00Z",360,0,360
"OYSN","VIDP","2025-09-16T07:45:00Z","2025-09-16T13:23:00Z",340,0,340
"OAKB","SEQM","2025-09-15T17:39:00Z","2025-09-16T13:24:00Z",360,0,360
"OOMS","SCEL","2025-09-15T17:45:00Z","2025-09-16T13:25:00Z",300,0,300
"OYSN","SVMI","2025-09-15T21:33:00Z","2025-09-16T13:25:00Z",300,0,300
"EKCH","OAKB","2025-09-16T05:16:00Z","2025-09-16T13:26:00Z",320,0,320
"OOMS","EKCH","2025-09-16T05:55:00Z","2025-09-16T13:26:00Z",360,0,360
"EKCH","SVMI","2025-09-16T01:00:00Z","2025-09-16T13:29:00Z",340,0,340
"SLLP","SVMI","2025-09-16T08:51:00Z","2025-09-16T13:29:00Z",340,0,340
"EBCI","LOWW","2025-09-16T10:22:00Z","2025-09-16T13:30:00Z",320,0,320
"EKCH","EDDI","2025-09-16T11:05:00Z","2025-09-16T13:30:00Z",360,0,360
"LBSF","LATI","2025-09-16T11:04:00Z","2025-09-16T13:30:00Z",360,0,360
"LDZA","LATI","2025-09-16T11:52:00Z","2025-09-16T13:30:00Z",340,0,340
"OMDB","SUAA","2025-09-15T19:40:00Z","2025-09-16T13:30:00Z",340,0,340
"OSDI","SKBO","2025-09-15T21:54:00Z","2025-09-16T13:30:00Z",300,0,300
"SBBR","SLLP","2025-09-16T09:40:00Z","2025-09-16T13:30:00Z",360,0,360
"OAKB","OSDI","2025-09-16T08:41:00Z","2025-09-16T13:31:00Z",300,0,300
"SBBR","OERK","2025-09-15T22:43:00Z","2025-09-16T13:31:00Z",360,0,360
"SUAA","OYSN","2025-09-15T21:38:00Z","2025-09-16T13:31:00Z",320,0,320
"EKCH","SLLP","2025-09-15T22:54:00Z","2025-09-16T13:32:00Z",320,0,320
"OPKC","OMDB","2025-09-16T10:00:00Z","2025-09-16T13:32:00Z",320,0,320
"SBBR","EDDI","2025-09-16T00:42:00Z","2025-09-16T13:32:00Z",340,0,340
"LBSF","SABE","2025-09-15T21:43:00Z","2025-09-16T13:33:00Z",320,0,320
"OAKB","LATI","2025-09-16T06:01:00Z","2025-09-16T13:34:00Z",300,0,300
"OAKB","SCEL","2025-09-15T15:09:00Z","2025-09-16T13:34:00Z",320,0,320
"OPKC","OOMS","2025-09-16T10:25:00Z","2025-09-16T13:34:00Z",300,0,300
"SABE","OSDI","2025-09-15T20:06:00Z","2025-09-16T13:35:00Z",340,0,340
"SKBO","LATI","2025-09-15T23:04:00Z","2025-09-16T13:36:00Z",320,0,320
"OERK","SVMI","2025-09-15T21:52:00Z","2025-09-16T13:37:00Z",320,0,320
"SUAA","LOWW","2025-09-15T21:03:00Z","2025-09-16T13:37:00Z",320,0,320
"SCEL","SABE","2025-09-16T10:14:00Z","2025-09-16T13:38:00Z",340,0,340
"SPIM","OYSN","2025-09-15T18:28:00Z","2025-09-16T13:38:00Z",340,0,340
"UMMS","VIDP","2025-09-16T05:32:00Z","2025-09-16T13:38:00Z",340,0,340
"EHAM","SKBO","2025-09-16T00:32:00Z","2025-09-16T13:39:00Z",320,0,320
"LDZA","SKBO","2025-09-15T23:28:00Z","2025-09-16T13:39:00Z",320,0,320
"LDZA","LKPR","2025-09-16T11:57:00Z","2025-09-16T13:40:00Z",360,0,360
"LOWW","EDDI","2025-09-16T11:04:00Z","2025-09-16T13:41:00Z",340,0,340
"OMDB","OOMS","2025-09-16T11:13:00Z","2025-09-16T13:41:00Z",340,0,340
"SGAS","EDDI","2025-09-15T22:57:00Z","2025-09-16T13:41:00Z",360,0,360
"EHAM","LBSF","2025-09-16T09:26:00Z","2025-09-16T13:42:00Z",300,0,300
"OAKB","VIDP","2025-09-16T10:26:00Z","2025-09-16T13:42:00Z",340,0,340
"LDZA","SEQM","2025-09-15T23:44:00Z","2025-09-16T13:43:00Z",320,0,320
"OERK","LOWW","2025-09-16T07:00:00Z","2025-09-16T13:43:00Z",340,0,340
"OSDI","SEQM","2025-09-15T20:21:00Z","2025-09-16T13:43:00Z",300,0,300
"SGAS","SCEL","2025-09-16T10:47:00Z","2025-09-16T13:43:00Z",320,0,320
"OAKB","UBBB","2025-09-16T09:28:00Z","2025-09-16T13:44:00Z",360,0,360
"LOWW","LKPR","2025-09-16T11:25:00Z","2025-09-16T13:45:00Z",340,0,340
"OERK","EKCH","2025-09-16T06:11:00Z","2025-09-16T13:45:00Z",360,0,360
"OMDB","OPKC","2025-09-16T10:13:00Z","2025-09-16T13:45:00Z",340,0,340
"SLLP","OMDB","2025-09-15T18:07:00Z","2025-09-16T13:46:00Z",300,0,300
"LKPR","LOWW","2025-09-16T11:27:00Z","2025-09-16T13:47:00Z",360,0,360
"LOWW","OSDI","2025-09-16T09:49:00Z","2025-09-16T13:47:00Z",360,0,360
"SLLP","OJAI","2025-09-15T20:33:00Z","2025-09-16T13:48:00Z",360,0,360
"LKPR","SKBO","2025-09-16T00:50:00Z","2025-09-16T13:49:00Z",320,0,320
"SABE","LBSF","2025-09-15T21:59:00Z","2025-09-16T13:49:00Z",360,0,360
"SABE","SEQM","2025-09-16T06:24:00Z","2025-09-16T13:49:00Z",320,0,320
"OAKB","LKPR","2025-09-16T06:51:00Z","2025-09-16T13:50:00Z",340,0,340
"EHAM","OOMS","2025-09-16T04:51:00Z","2025-09-16T13:51:00Z",300,0,300
"SGAS","SKBO","2025-09-16T07:11:00Z","2025-09-16T13:51:00Z",320,0,320
"SPIM","SKBO","2025-09-16T09:35:00Z","2025-09-16T13:51:00Z",340,0,340
"EHAM","VIDP","2025-09-16T03:45:00Z","2025-09-16T13:52:00Z",360,0,360
"LKPR","OJAI","2025-09-16T08:26:00Z","2025-09-16T13:52:00Z",340,0,340
"OOMS","OERK","2025-09-16T10:21:00Z","2025-09-16T13:53:00Z",320,0,320
"OYSN","LATI","2025-09-16T07:09:00Z","2025-09-16T13:53:00Z",360,0,360
"EBCI","SUAA","2025-09-15T22:02:00Z","2025-09-16T13:55:00Z",340,0,340
"OSDI","SVMI","2025-09-15T22:43:00Z","2025-09-16T13:55:00Z",320,0,320
"SKBO","OYSN","2025-09-15T19:44:00Z","2025-09-16T13:55:00Z",300,0,300
"SVMI","SKBO","2025-09-16T10:33:00Z","2025-09-16T13:56:00Z",340,0,340
"EBCI","LBSF","2025-09-16T09:48:00Z","2025-09-16T13:57:00Z",320,0,320
"LATI","SVMI","2025-09-16T00:48:00Z","2025-09-16T13:57:00Z",340,0,340
"UBBB","LKPR","2025-09-16T08:11:00Z","2025-09-16T13:57:00Z",320,0,320
"OERK","EBCI","2025-09-16T06:10:00Z","2025-09-16T13:59:00Z",360,0,360
"OJAI","LDZA","2025-09-16T09:08:00Z","2025-09-16T13:59:00Z",320,0,320
"SPIM","OJAI","2025-09-15T20:56:00Z","2025-09-16T14:00:00Z",360,0,360
"OMDB","LDZA","2025-09-16T07:51:00Z","2025-09-16T14:03:00Z",300,0,300
"OMDB","SUAA","2025-09-15T20:13:00Z","2025-09-16T14:03:00Z",300,0,300
"UMMS","OSDI","2025-09-16T10:09:00Z","2025-09-16T14:03:00Z",360,0,360
"EKCH","SBBR","2025-09-16T00:04:00Z","2025-09-16T14:04:00Z",320,0,320
"OSDI","EDDI","2025-09-16T09:33:00Z","2025-09-16T14:04:00Z",340,0,340
"SCEL","UBBB","2025-09-15T18:36:00Z","2025-09-16T14:05:00Z",360,0,360
"SKBO","OJAI","2025-09-15T22:32:00Z","2025-09-16T14:05:00Z",360,0,360
"OOMS","OPKC","2025-09-16T11:57:00Z","2025-09-16T14:06:00Z",340,0,340
"OYSN","LDZA","2025-09-16T07:46:00Z","2025-09-16T14:06:00Z",300,0,300
"SCEL","OYSN","2025-09-15T20:35:00Z","2025-09-16T14:06:00Z",300,0,300
"LBSF","OSDI","2025-09-16T11:13:00Z","2025-09-16T14:07:00Z",300,0,300
"OERK","UMMS","2025-09-16T08:40:00Z","2025-09-16T14:08:00Z",320,0,320
"SBBR","VIDP","2025-09-15T19:24:00Z","2025-09-16T14:08:00Z",360,0,360
"SCEL","SKBO","2025-09-16T07:56:00Z","2025-09-16T14:08:00Z",300,0,300
"VIDP","LOWW","2025-09-16T05:04:00Z","2025-09-16T14:08:00Z",360,0,360
"SABE","OMDB","2025-09-15T19:05:00Z","2025-09-16T14:09:00Z",340,0,340
"LKPR","LATI","2025-09-16T11:49:00Z","2025-09-16T14:10:00Z",360,0,360
"OJAI","LBSF","2025-09-16T10:09:00Z","2025-09-16T14:11:00Z",320,0,320
"SABE","LATI","2025-09-15T22:46:00Z","2025-09-16T14:11:00Z",300,0,300
"SEQM","VIDP","2025-09-15T16:10:00Z","2025-09-16T14:11:00Z",300,0,300
"EBCI","EHAM","2025-09-16T12:56:00Z","2025-09-16T14:12:00Z",320,0,320
"UMMS","UBBB","2025-09-16T10:26:00Z","2025-09-16T14:12:00Z",320,0,320
"VIDP","EHAM","2025-09-16T04:05:00Z","2025-09-16T14:12:00Z",320,0,320
